sent_index,main_topic,main_prob,sentence
124,1,0.5326,"（二）
2014年11月，中共十八大后第一次中央外事工作会议，习近平总书记系统擘画新时代中国外交，强调“牢牢把握坚持和平发展、促进民族复兴这条主线”"
125,3,0.9062,中方愿同利方一道，落实好两国元首重要共识和中非合作论坛北京峰会成果，在涉及彼此核心利益和重大关切问题上继续相互支持，深化互利合作，加强多边团结协作，为共筑新时代全天候中非命运共同体作出贡献
126,0,0.94,《习近平谈治国理政》第五卷是全面系统反映习近平新时代中国特色社会主义思想最新成果的权威著作，记录了习近平总书记领导中国人民推进中国式现代化伟业的生动实践，充分反映了中国共产党为推动构建人类命运共同体贡献的中国智慧、中国方案
127,0,0.6245,这部著作的出版，有助于国际社会更加深入地了解新时代中国的发展成就、发展方向和发展路径，更加积极地看待中国给世界带来的福祉和机遇，进一步推动中外治国理政经验交流和文明互鉴，具有重要而深远的意义
128,0,0.5356,德国汉学家、历史学家培高德在发言中指出，第五卷按主题分类收录了习近平主席系列讲话，这些讲话围绕中国持续成功的发展以及中国在世界上的角色展开，内容广泛精彩，译文流畅，阅读这本书有助于更好地理解习近平新时代中国特色社会主义思想和中国治理理念
129,2,0.9886,新时代以来，以习近平同志为核心的党中央坚持将妇女事业融入中国式现代化宏阔实践，把国家发展进步历程同促进男女平等发展的历程紧密融合在一起，引领千千万万中国女性以巾帼不让须眉的豪情和努力，在经济社会发展中真正发挥着“半边天”作用
130,3,0.613,习近平主席出席峰会开幕式并发表主旨讲话，提出支持全球妇女事业发展的新倡议新举措，为促进全球性别平等和妇女全面发展注入新动力，彰显了新时代中国的大国担当
131,4,0.6085,新时代的中国女性正在以前所未有的自信和活力参与国家和社会治理全过程，奋战在乡村振兴和共同富裕第一线，拼搏于科技创新和数字转型最前沿，书写着昂扬奋进的巾帼华章
132,4,0.6085,新时代的中国女性正在以前所未有的自信和活力参与国家和社会治理全过程，奋战在乡村振兴和共同富裕第一线，拼搏于科技创新和数字转型最前沿，书写着昂扬奋进的巾帼华章
133,4,0.6085,新时代的中国女性正在以前所未有的自信和活力参与国家和社会治理全过程，奋战在乡村振兴和共同富裕第一线，拼搏于科技创新和数字转型最前沿，书写着昂扬奋进的巾帼华章
134,2,0.7759,党的十八大以来，以习近平同志为核心的党中央站在中华民族伟大复兴的战略高度，擘画推进妇女事业和妇联工作，引领新时代中国妇女事业发展取得历史性成就，为全球妇女事业发展注入新动力
135,2,0.6882,"党的十八大以来，习近平总书记从党和国家事业发展全局出发，围绕妇女工作多次发表重要讲话、作出重要指示批示，为推动妇女事业发展指方向、定方位、明方针——
强调“坚持党的领导，是做好党的妇女工作的根本保证”“把握实现中华民族伟大复兴的中国梦这一当代中国妇女运动的时代主题”；
指出“依法依规为妇女全面发展营造环境、扫清障碍、创造条件”“努力让尊重妇女、关爱儿童在全社会蔚然成风”；
要求“注重发挥妇女在社会生活和家庭生活中的独特作用，发挥妇女在弘扬中华民族家庭美德、树立良好家风方面的独特作用”；
呼吁“发达国家要加大对发展中国家的资金和技术援助，缩小各国妇女发展差距”“加快实现性别平等、促进全球妇女事业发展”；
…………
习近平总书记的重要论述深刻阐述了事关新时代妇女事业发展的一系列方向性、根本性、战略性问题，深化了我们党对妇女工作的规律性认识，开辟了马克思主义妇女理论中国化时代化新境界"
136,2,0.7294,新时代以来，习近平总书记高度重视妇联工作，主持召开党的历史上第一次中央党的群团工作会议，亲自审定妇联改革方案，三次同全国妇联新一届领导班子成员集体谈话，要求以改革创新精神加强和改进妇女组织自身建设
137,2,0.9257,新时代以来，以习近平同志为核心的党中央推动把国家发展进步历程同促进男女平等发展的历程紧密融合在一起，推动妇女事业和经济社会同步发展，妇女事业正处在发展环境更优、干事舞台更广、权益更有保障的最好时期
138,4,0.7493,"共享现代化建设成果，新时代妇女不断实现自身对美好生活的向往——
致富之路不断拓展：全面打赢脱贫攻坚战，持续支持脱贫妇女和农村低收入妇女发展生产、扩大就业、提高收入，优先保障孕产妇、儿童等特殊人群，注重保障老龄妇女、残疾妇女等困难群体，有力破除妇女发展瓶颈"
139,2,0.9239,"发挥“半边天”作用，新时代妇女用辛勤汗水浇灌出累累硕果——
黔东南秋色如画，黎平侗品源传统工艺农民专业合作社里，负责人陆勇妹正和姐妹们围坐一圈，以蜂蜡为墨、蜡刀为笔，在土布上绘就精美图案"
140,4,0.9221,新时代以来，从决胜全面小康、决战脱贫攻坚，到抗击新冠疫情、建设平安中国，再到推动科技创新、助力绿色发展……广大妇女充分发挥主体作用，以巾帼不让须眉的英姿，在大江南北、各行各业中闪耀着夺目光芒
141,2,0.9808,”习近平总书记从中华文明“家国天下”的高度，引导妇女积极参与家庭家教家风建设，寄望大家“做对社会有责任、对家庭有贡献的新时代女性”
142,2,0.7292,积极回应人民群众对家庭建设的新期盼新需求，认真研究家庭领域出现的新情况新问题，帮助妇女处理好家庭和工作的关系……新时代以来，由党委领导、政府主责、妇女儿童工作委员会协调、妇联组织联动、多部门合作、全社会参与的妇女工作机制日益健全，广大妇女在家庭美德建设中发挥重要作用，在家国责任融合中展现独特智慧
143,2,0.9678,”习近平总书记的深切厚望，激励着新时代女性在民族复兴之路上昂扬前行
144,2,0.53,”新时代中国共产党人以“命运与共”的博大胸怀，树立起国际妇女运动史上新的里程碑
145,0,0.6472,这一系列重要论述是坚持“两个结合”、推进妇女儿童和家庭领域理论创新的重大成果，为新时代妇女儿童事业和家庭家教家风工作高质量发展提供了强大思想武器和科学行动指南
146,2,0.6168,新时代以来，习近平主席以大国领袖的责任担当和远见卓识，就促进男女平等和妇女全面发展提出一系列重要倡议和主张，为推动全球妇女事业合作指明前行方向
147,4,0.79,6.9亿妇女同步迈入全面小康，高等教育在校生中女生占比超过半数，科技工作者中女性占比达到45.8%，互联网领域创业者中妇女超过一半，全国法官中女法官占42.3%，女性平均预期寿命突破80岁，中国被世界卫生组织列为妇幼健康高绩效的10个国家之一……新时代以来，中国全面开拓妇女事业发展之路，妇女生存发展水平显著提升，在脱贫、科教、卫生等领域成就全球领先
148,0,0.5509,新时代以来，这座承载着中华文明基因的巍峨殿堂，书写着典守文脉、服务人民、活化利用的崭新篇章
149,4,0.9686,进入新时代，故宫博物院提出“平安故宫”建设，古建筑整体维修保护、文物防震、消防安防系统全面升级
150,0,0.5102,新时代的故宫，让沉睡的文物以多元姿态活在当下
